delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hrs,is_late
DL00427,O00414,D165,V058,H07,05/04/25 22:47,06/04/25 01:32,OnTime,9.53,0,0,3.92,9.98,2.75,0
DL00428,O00496,D109,V073,H07,17/06/24 16:14,17/06/24 19:20,OnTime,10.72,0,0,4.32,7.53,3.1,0
DL00429,O00738,D030,V021,H07,28/11/24 07:27,28/11/24 18:58,Delayed,41.94,3,1,2.92,21.55,11.52,1
DL00430,O00779,D025,V065,H01,25/07/25 14:03,26/07/25 11:55,OnTime,12.92,0,0,5.0,11.78,21.87,0
DL00431,O00737,D164,V082,H01,14/03/24 04:04,14/03/24 04:29,OnTime,10.56,1,0,4.7,16.33,0.42,0
DL00432,O00658,D119,V011,H05,24/07/25 13:29,25/07/25 06:07,OnTime,14.42,0,0,4.06,19.62,16.63,1
DL00433,O00148,D133,V056,H01,03/04/25 23:41,03/04/25 23:45,OnTime,14.34,2,0,2.92,12.9,0.07,0
DL00434,O00395,D031,V063,H04,28/09/24 10:53,28/09/24 18:08,Delayed,16.69,0,1,3.34,16.51,7.25,1
DL00435,O00198,D129,V087,H08,13/09/24 18:46,13/09/24 22:25,OnTime,10.63,0,0,5.0,4.82,3.65,1
DL00436,O01063,D034,V076,H04,27/07/24 22:20,28/07/24 11:09,OnTime,9.89,0,0,4.0,12.8,12.82,1
DL00437,O01223,D167,V120,H05,11/01/25 00:36,11/01/25 12:06,OnTime,13.43,0,0,4.8,11.05,11.5,0
DL00438,O00992,D083,V078,H04,08/03/24 16:52,09/03/24 09:52,OnTime,27.82,1,0,3.12,15.69,17.0,1
DL00439,O00983,D117,V026,H07,20/08/24 00:58,20/08/24 12:12,Delayed,13.81,1,1,3.68,19.27,11.23,1
DL00440,O00758,D028,V046,H03,26/02/24 13:10,26/02/24 22:13,Delayed,10.74,4,0,3.54,9.77,9.05,1
DL00441,O00014,D141,V068,H01,25/08/24 12:01,25/08/24 15:01,OnTime,8.82,0,0,4.7,7.36,3.0,0
DL00442,O01090,D150,V099,H02,11/09/25 20:27,12/09/25 18:27,OnTime,8.63,1,0,4.98,6.69,22.0,0
DL00443,O01170,D070,V097,H06,01/01/24 08:44,01/01/24 16:11,OnTime,3.65,0,0,3.34,12.85,7.45,1
DL00444,O01221,D017,V109,H05,13/04/24 09:44,14/04/24 02:35,OnTime,11.43,0,0,3.0,9.78,16.85,1
DL00445,O00055,D074,V008,H03,31/05/25 02:19,31/05/25 06:24,Delayed,37.02,0,0,3.55,21.88,4.08,1
DL00446,O00903,D002,V069,H07,21/10/25 01:25,21/10/25 07:22,Delayed,8.25,1,0,2.26,10.76,5.95,1
DL00447,O00812,D070,V043,H01,12/04/25 19:06,13/04/25 16:08,OnTime,9.36,1,0,4.55,9.47,21.03,0
DL00448,O01033,D101,V108,H03,30/08/24 13:56,30/08/24 13:47,OnTime,11.14,0,0,4.65,14.25,0.0,0
DL00449,O00454,D047,V025,H07,15/04/25 03:39,15/04/25 16:29,OnTime,14.65,0,0,4.58,12.62,12.83,1
DL00450,O01161,D049,V108,H06,17/05/25 04:32,18/05/25 01:37,OnTime,10.61,1,0,3.99,12.55,21.08,1
DL00451,O01188,D145,V114,H01,25/06/24 12:25,25/06/24 12:45,OnTime,11.19,0,0,3.58,14.22,0.33,0
DL00452,O00468,D125,V051,H01,29/03/24 12:52,29/03/24 14:01,OnTime,8.52,1,0,3.65,12.49,1.15,0
DL00453,O00248,D130,V007,H06,22/03/24 18:52,22/03/24 23:50,OnTime,11.9,1,0,0.0,8.88,4.97,1
DL00454,O00408,D102,V088,H04,14/09/24 14:20,15/09/24 12:01,OnTime,8.57,0,0,3.94,18.59,21.68,0
DL00455,O00914,D094,V098,H01,12/04/24 08:41,12/04/24 12:45,OnTime,10.3,1,0,4.14,7.0,4.07,0
DL00456,O00157,D037,V035,H02,16/09/24 20:38,16/09/24 22:39,OnTime,26.36,0,0,4.83,10.84,2.02,1
DL00457,O00092,D110,V099,H06,24/04/25 17:52,24/04/25 20:46,OnTime,14.85,2,0,4.55,10.8,2.9,0
DL00458,O00172,D109,V119,H05,17/01/25 19:21,18/01/25 10:08,Delayed,6.39,0,0,3.34,10.15,14.78,1
DL00459,O00831,D005,V084,H01,27/02/25 09:04,27/02/25 19:44,OnTime,9.02,2,0,2.73,7.17,10.67,1
DL00460,O00522,D026,V103,H05,09/02/24 11:26,10/02/24 12:31,OnTime,14.04,1,0,3.86,13.03,25.08,1
DL00461,O00862,D089,V006,H08,29/01/25 15:08,29/01/25 16:46,OnTime,18.99,0,0,4.06,16.11,1.63,0
DL00462,O00099,D131,V058,H04,04/10/25 22:47,05/10/25 08:13,OnTime,16.049999999999997,4,0,4.99,15.19,9.43,0
DL00463,O00271,D102,V023,H07,17/09/25 00:16,17/09/25 03:09,OnTime,8.97,0,0,3.56,12.95,2.88,0
DL00464,O01124,D017,V016,H04,02/05/24 17:53,02/05/24 19:40,OnTime,16.51,0,0,3.76,9.45,1.78,0
DL00465,O00820,D080,V074,H08,01/05/24 18:26,01/05/24 22:52,OnTime,11.27,0,0,4.84,13.89,4.43,0
DL00466,O00183,D098,V007,H01,02/09/24 14:06,02/09/24 13:58,OnTime,3.81,0,0,5.0,10.68,0.0,0
DL00467,O00511,D078,V067,H05,06/06/24 11:55,07/06/24 08:33,OnTime,14.94,1,0,3.76,7.49,20.63,0
DL00468,O00519,D150,V022,H03,20/04/25 06:37,20/04/25 05:10,OnTime,19.78,0,0,3.78,19.89,0.0,0
DL00469,O00458,D027,V042,H03,10/04/25 03:03,11/04/25 05:15,Delayed,12.11,0,0,3.8,16.42,26.2,1
DL00470,O00562,D004,V120,H08,21/07/24 10:43,21/07/24 14:49,OnTime,3.36,2,0,3.97,13.27,4.1,1
DL00471,O01049,D088,V068,H01,17/10/25 08:34,17/10/25 18:06,OnTime,17.09,1,0,4.21,16.47,9.53,0
DL00472,O00042,D113,V046,H01,01/12/25 19:10,03/12/25 08:16,Delayed,10.28,0,0,3.59,5.13,37.1,1
DL00473,O00180,D105,V071,H07,29/12/24 08:17,30/12/24 05:50,OnTime,14.15,7,0,4.01,6.22,21.55,0
DL00474,O00067,D004,V017,H04,25/02/25 03:48,25/02/25 07:16,OnTime,2.66,0,0,4.36,9.21,3.47,0
DL00475,O01121,D074,V027,H07,03/06/24 08:50,03/06/24 17:50,OnTime,3.63,2,0,4.29,9.74,9.0,0
DL00476,O00849,D094,V035,H07,06/05/24 00:48,06/05/24 14:59,Delayed,15.93,1,0,4.07,10.87,14.18,1
DL00477,O00613,D162,V002,H03,02/12/25 22:57,03/12/25 10:47,Delayed,25.16,1,0,0.0,23.03,11.83,1
DL00478,O00947,D133,V109,H05,31/01/24 17:32,01/02/24 03:51,Delayed,9.6,2,0,1.46,11.77,10.32,1
DL00479,O00533,D091,V047,H01,03/11/24 02:54,03/11/24 19:36,Delayed,3.46,0,0,1.0,14.35,16.7,1
DL00480,O00978,D119,V044,H07,11/09/25 07:01,12/09/25 01:49,OnTime,24.44,0,0,4.53,8.9,18.8,0
DL00481,O01095,D077,V086,H04,14/03/24 17:15,14/03/24 20:29,OnTime,16.16,1,0,3.89,22.66,3.23,0
DL00482,O00777,D141,V118,H02,19/10/25 00:12,19/10/25 22:22,OnTime,11.35,1,1,2.32,18.23,22.17,1
DL00483,O00036,D135,V017,H06,06/11/24 05:51,06/11/24 11:52,Delayed,8.41,0,1,4.57,9.29,6.02,1
DL00484,O00437,D144,V079,H02,25/09/25 07:59,25/09/25 13:47,OnTime,21.25,2,0,3.95,12.17,5.8,1
DL00485,O00449,D121,V061,H03,08/06/25 03:10,08/06/25 01:22,OnTime,16.11,1,0,1.99,12.64,0.0,0
DL00486,O00306,D052,V114,H01,14/06/24 17:09,15/06/24 05:57,OnTime,14.52,0,1,4.61,14.81,12.8,1
DL00487,O01111,D054,V027,H03,15/11/24 00:10,15/11/24 04:17,OnTime,12.36,0,0,4.26,12.09,4.12,0
DL00488,O01053,D038,V014,H08,23/10/25 03:57,23/10/25 08:18,OnTime,3.33,0,0,0.0,10.75,4.35,0
DL00489,O00911,D130,V112,H02,20/05/25 23:09,21/05/25 00:26,OnTime,12.53,1,0,3.28,16.53,1.28,0
DL00490,O00701,D039,V035,H04,15/12/25 21:19,16/12/25 19:49,OnTime,1.65,1,0,4.24,10.31,22.5,1
DL00491,O00181,D124,V113,H08,16/12/24 02:36,16/12/24 03:51,OnTime,33.46,3,0,4.46,16.73,1.25,0
DL00492,O00035,D100,V108,H06,14/06/24 15:50,15/06/24 05:51,OnTime,9.55,0,0,1.99,9.2,14.02,1
DL00493,O00803,D017,V070,H03,09/08/25 20:37,09/08/25 23:43,OnTime,4.68,0,0,4.83,11.06,3.1,0
DL00494,O00322,D072,V058,H08,11/03/25 22:48,12/03/25 01:38,OnTime,14.05,2,0,4.29,11.2,2.83,0
DL00495,O01189,D129,V006,H05,23/05/24 01:38,23/05/24 04:12,OnTime,33.39,2,0,4.94,19.23,2.57,0
DL00496,O00622,D142,V102,H02,23/04/24 18:22,24/04/24 16:12,OnTime,7.97,2,0,4.18,11.59,21.83,0
DL00497,O00192,D083,V116,H08,18/08/25 14:17,20/08/25 03:34,OnTime,12.14,1,0,3.23,11.88,37.28,1
DL00498,O01205,D091,V018,H08,20/12/24 02:21,20/12/24 05:11,OnTime,8.6,0,0,3.75,2.93,2.83,0
DL00499,O01144,D053,V038,H01,07/02/25 22:48,08/02/25 17:25,Delayed,10.41,0,0,3.5,10.6,18.62,1
DL00500,O00556,D017,V063,H02,01/09/24 03:37,01/09/24 05:39,OnTime,6.73,1,0,3.72,11.11,2.03,1
DL00501,O01211,D114,V087,H06,12/11/25 07:51,13/11/25 07:44,OnTime,9.66,0,0,4.47,15.25,23.88,0
DL00502,O01190,D114,V026,H03,24/11/25 18:47,24/11/25 23:48,OnTime,9.61,3,0,3.78,6.03,5.02,1
DL00503,O00760,D154,V014,H07,14/03/24 23:28,15/03/24 20:48,OnTime,12.95,0,0,3.97,10.7,21.33,0
DL00504,O00679,D023,V098,H08,15/11/24 04:30,16/11/24 02:36,OnTime,6.55,1,0,5.0,12.11,22.1,0
DL00505,O00833,D170,V017,H08,05/05/25 04:31,05/05/25 20:10,OnTime,12.0,3,1,2.71,12.22,15.65,1
DL00506,O00094,D077,V079,H05,27/09/24 03:56,27/09/24 16:59,Delayed,17.369999999999997,2,0,3.11,9.14,13.05,1
DL00507,O00396,D021,V030,H07,30/04/25 00:13,,CANCELLED,15.18,2,0,2.53,10.76,,0
DL00508,O00161,D015,V025,H03,19/08/24 19:52,20/08/24 07:24,OnTime,12.14,0,0,4.66,14.06,11.53,0
DL00509,O00719,D116,V086,H01,04/01/24 19:33,05/01/24 05:38,Delayed,16.37,0,0,1.0,11.37,10.08,1
DL00510,O00359,D057,V004,H01,17/08/24 23:15,18/08/24 20:50,OnTime,12.07,0,0,4.04,18.19,21.58,0
DL00511,O01237,D123,V083,H05,30/12/25 09:00,31/12/25 04:46,Delayed,9.94,0,0,1.37,10.76,19.77,1
DL00512,O00224,D040,V029,H07,22/05/24 23:18,24/05/24 08:58,Delayed,8.4,3,1,3.51,11.49,33.67,1
DL00513,O00420,D168,V043,H02,25/01/25 09:44,25/01/25 21:24,Delayed,12.02,0,0,3.75,18.86,11.67,1
DL00514,O01250,D165,V052,H03,28/06/24 09:25,28/06/24 15:00,Delayed,10.32,3,0,2.35,7.89,5.58,1
DL00515,O00619,D130,V005,H04,01/09/25 14:52,02/09/25 00:12,OnTime,17.55,3,1,3.24,21.0,9.33,1
DL00516,O00337,D141,V117,H01,05/11/24 06:45,05/11/24 16:55,Delayed,21.23,2,0,1.57,10.77,10.17,1
DL00517,O00509,D104,V088,H08,26/08/24 19:01,26/08/24 19:33,OnTime,14.73,4,0,4.99,16.75,0.53,0
DL00518,O00984,D041,V024,H06,15/04/25 00:21,15/04/25 04:48,OnTime,15.41,0,0,4.92,19.09,4.45,0
DL00519,O00446,D096,V065,H07,22/03/25 14:42,22/03/25 21:54,OnTime,29.8,2,0,0.0,10.84,7.2,0
DL00520,O00429,D055,V040,H01,09/03/25 11:12,09/03/25 21:37,Delayed,3.14,1,0,3.03,11.42,10.42,1
DL00521,O00606,D038,V036,H08,17/10/25 17:03,,CANCELLED,5.35,2,0,2.51,7.1,,0
DL00522,O00296,D129,V013,H04,10/01/24 19:26,11/01/24 00:39,OnTime,10.01,0,0,4.54,8.94,5.22,0
DL00523,O00714,D026,V076,H01,26/05/24 19:04,27/05/24 15:57,OnTime,2.39,1,0,4.12,8.78,20.88,0
DL00524,O00683,D130,V005,H07,01/05/25 08:21,01/05/25 15:11,OnTime,16.66,2,0,4.83,17.68,6.83,1
DL00525,O00351,D038,V006,H01,22/04/24 05:04,22/04/24 05:42,OnTime,28.2,2,0,4.04,19.16,0.63,0
DL00526,O01045,D068,V027,H06,26/08/24 13:19,27/08/24 01:57,Delayed,12.18,0,0,4.34,10.18,12.63,1
DL00527,O00913,D108,V043,H07,05/04/25 06:44,05/04/25 11:51,OnTime,20.7,1,0,4.58,16.49,5.12,0
DL00528,O00826,D033,V008,H03,06/04/24 07:05,06/04/24 12:23,OnTime,24.17,2,0,4.66,20.91,5.3,1
DL00529,O00822,D088,V114,H06,01/09/24 09:19,01/09/24 21:28,OnTime,1.2,0,0,2.64,7.53,12.15,1
DL00530,O00756,D095,V042,H01,03/02/25 18:06,05/02/25 09:39,OnTime,30.51,2,0,2.54,19.5,39.55,1
DL00531,O00140,D163,V116,H04,03/03/24 02:25,03/03/24 03:18,OnTime,13.95,0,0,3.95,16.65,0.88,0
DL00532,O00315,D009,V104,H02,25/12/24 03:30,25/12/24 08:59,OnTime,16.49,1,0,4.55,10.37,5.48,1
DL00533,O00543,D135,V002,H08,18/07/25 06:49,18/07/25 18:51,OnTime,34.15,2,0,2.69,21.32,12.03,1
DL00534,O00816,D166,V069,H08,13/02/25 20:53,14/02/25 10:48,OnTime,9.47,0,0,3.81,6.56,13.92,1
DL00535,O01058,D033,V094,H07,09/05/25 00:57,09/05/25 02:20,OnTime,23.45,3,0,3.15,18.56,1.38,0
DL00536,O01184,D055,V030,H01,24/01/25 15:02,25/01/25 19:26,OnTime,7.04,2,0,1.07,14.06,28.4,1
DL00537,O00083,D153,V033,H07,23/10/24 00:53,23/10/24 01:25,OnTime,30.51,1,0,3.67,9.75,0.53,0
DL00538,O00682,D141,V015,H07,05/10/24 12:07,05/10/24 20:38,Delayed,8.55,0,1,2.66,3.46,8.52,1
DL00539,O01160,D067,V111,H03,13/05/24 01:19,13/05/24 03:22,OnTime,13.52,0,0,4.95,10.35,2.05,0
DL00540,O00068,D008,V072,H04,13/10/25 12:06,13/10/25 15:29,Delayed,16.2,2,0,3.21,16.04,3.38,1
DL00541,O01142,D022,V013,H04,07/11/25 11:29,08/11/25 09:47,OnTime,6.68,1,0,3.89,8.98,22.3,0
DL00542,O00415,D125,V114,H02,27/06/24 18:22,27/06/24 21:23,OnTime,7.18,0,0,4.19,5.99,3.02,0
DL00543,O00218,D102,V098,H03,15/09/25 02:24,15/09/25 02:34,OnTime,12.01,0,0,5.0,5.87,0.17,0
DL00544,O00345,D154,V082,H08,04/10/25 22:41,05/10/25 13:48,Delayed,13.93,2,0,3.17,8.53,15.12,1
DL00545,O01067,D113,V072,H04,16/06/24 04:56,17/06/24 00:22,Delayed,12.43,0,0,5.0,13.31,19.43,1
DL00546,O00324,D095,V052,H04,06/08/25 07:36,06/08/25 06:15,OnTime,8.95,2,0,4.11,10.57,0.0,0
DL00547,O00778,D014,V090,H05,07/10/25 19:49,07/10/25 21:46,OnTime,11.03,0,0,4.93,14.38,1.95,0
DL00548,O00537,D132,V039,H05,25/06/24 11:02,25/06/24 18:55,OnTime,10.4,1,0,3.34,11.4,7.88,1
DL00549,O00476,D001,V094,H06,23/02/24 06:45,24/02/24 04:45,OnTime,10.11,0,0,4.67,14.59,22.0,0
DL00550,O00572,D110,V065,H01,06/02/25 21:04,07/02/25 00:38,OnTime,14.34,2,0,4.69,12.06,3.57,0
DL00551,O00448,D108,V114,H04,11/02/25 16:05,11/02/25 19:11,OnTime,18.74,3,0,4.79,21.38,3.1,0
DL00552,O00298,D115,V010,H01,06/01/25 07:28,06/01/25 09:41,OnTime,1.9,1,0,4.8,13.26,2.22,0
DL00553,O00491,D090,V066,H02,03/07/24 16:22,03/07/24 15:00,OnTime,13.19,2,0,4.66,10.34,0.0,0
DL00554,O00709,D117,V086,H04,09/12/25 04:47,09/12/25 15:45,OnTime,11.59,1,0,4.69,14.76,10.97,0
DL00555,O00839,D129,V013,H01,31/01/24 20:31,31/01/24 23:49,OnTime,6.51,2,0,3.97,11.19,3.3,0
DL00556,O00702,D070,V030,H07,28/12/24 22:07,28/12/24 23:26,OnTime,5.03,0,0,3.91,8.15,1.32,0
DL00557,O00781,D055,V027,H08,19/11/24 14:07,20/11/24 00:38,OnTime,17.54,2,0,5.0,13.31,10.52,0
DL00558,O00142,D024,V011,H05,31/10/24 20:22,01/11/24 11:32,OnTime,14.64,1,0,1.0,18.56,15.17,1
DL00559,O00988,D131,V044,H05,17/11/24 20:37,18/11/24 16:31,OnTime,6.97,2,0,1.92,11.38,19.9,1
DL00560,O00077,D127,V120,H08,30/07/25 07:48,30/07/25 11:13,OnTime,4.49,2,0,4.38,14.99,3.42,0
DL00561,O00086,D054,V005,H03,20/07/24 06:42,20/07/24 06:20,OnTime,7.67,2,0,3.5,19.2,0.0,0
DL00562,O00746,D128,V113,H08,14/12/24 10:47,14/12/24 15:16,OnTime,13.59,0,0,3.98,10.51,4.48,1
DL00563,O01238,D093,V045,H02,18/04/25 05:35,18/04/25 18:48,OnTime,10.07,1,0,5.0,12.75,13.22,1
DL00564,O00824,D077,V120,H03,17/08/24 23:23,18/08/24 08:25,OnTime,18.23,0,0,4.18,10.05,9.03,0
DL00565,O00344,D151,V022,H06,28/08/24 08:16,28/08/24 10:17,OnTime,14.95,2,0,3.82,8.75,2.02,0
DL00566,O01226,D162,V082,H03,02/03/25 06:49,02/03/25 13:57,OnTime,22.66,1,0,3.7,14.91,7.13,1
DL00567,O00918,D142,V051,H03,26/11/24 06:40,26/11/24 07:20,OnTime,10.47,0,0,4.8,11.4,0.67,0
DL00568,O00244,D167,V082,H04,11/11/24 09:39,,CANCELLED,11.52,0,0,5.0,9.33,,0
DL00569,O00312,D066,V116,H01,07/11/25 01:03,07/11/25 05:18,OnTime,20.95,1,0,4.56,19.6,4.25,0
DL00570,O00319,D017,V028,H08,22/01/24 10:23,23/01/24 06:55,OnTime,20.67,1,0,5.0,9.88,20.53,0
DL00571,O00413,D003,V029,H01,01/04/25 22:46,02/04/25 03:26,OnTime,23.53,3,0,4.5,14.49,4.67,1
DL00572,O00905,D002,V048,H08,04/09/25 03:45,04/09/25 06:59,OnTime,8.35,3,0,3.96,11.45,3.23,0
DL00573,O01214,D118,V077,H02,07/05/24 23:32,08/05/24 01:20,OnTime,7.3,1,0,5.0,14.05,1.8,0
DL00574,O00693,D048,V016,H05,08/11/25 19:41,09/11/25 11:16,OnTime,24.31,1,0,4.63,16.24,15.58,1
DL00575,O01177,D133,V105,H04,17/10/24 04:35,17/10/24 16:22,OnTime,12.03,2,0,4.05,10.65,11.78,0
DL00576,O00483,D133,V021,H08,17/11/24 01:34,17/11/24 16:32,OnTime,13.83,1,0,5.0,16.98,14.97,1
DL00577,O00973,D108,V043,H05,12/01/24 21:57,12/01/24 22:09,OnTime,21.03,1,0,3.86,12.99,0.2,0
DL00578,O00115,D032,V108,H06,21/02/24 08:24,21/02/24 14:09,OnTime,11.09,0,0,4.55,7.9,5.75,0
DL00579,O00168,D103,V115,H03,11/06/25 06:05,11/06/25 21:51,Delayed,14.98,1,0,3.78,8.97,15.77,1
DL00580,O00063,D026,V066,H04,13/07/25 06:28,13/07/25 16:43,OnTime,15.1,1,0,4.99,17.2,10.25,0
DL00581,O00995,D139,V062,H01,09/08/24 08:49,10/08/24 09:03,OnTime,12.14,4,0,3.48,16.92,24.23,1
DL00582,O00765,D024,V091,H05,13/07/24 04:34,14/07/24 00:33,OnTime,19.38,2,0,2.4,22.61,19.98,1
DL00583,O00064,D015,V098,H01,14/10/25 08:48,14/10/25 21:55,OnTime,14.6,1,0,4.53,6.16,13.12,1
DL00584,O00588,D043,V103,H05,03/06/24 13:36,03/06/24 14:45,OnTime,23.9,1,0,3.7,12.24,1.15,0
DL00585,O00132,D149,V049,H01,22/01/25 10:55,22/01/25 23:42,Delayed,1.2,1,0,3.52,10.18,12.78,1
DL00586,O01037,D076,V114,H03,28/04/25 07:18,28/04/25 14:44,OnTime,15.54,0,0,3.51,12.03,7.43,1
DL00587,O00182,D166,V009,H01,12/01/24 10:05,12/01/24 12:52,OnTime,4.98,1,0,4.15,3.57,2.78,1
DL00588,O00896,D131,V026,H06,29/06/24 21:53,30/06/24 14:00,OnTime,10.09,1,0,3.18,11.57,16.12,1
DL00589,O00940,D141,V102,H01,26/10/25 07:53,26/10/25 22:11,Delayed,21.39,1,0,1.93,16.86,14.3,1
DL00590,O00229,D112,V017,H07,31/08/24 05:34,31/08/24 21:45,Delayed,7.56,4,0,3.44,12.03,16.18,1
DL00591,O00792,D087,V057,H01,02/02/25 07:06,02/02/25 11:27,OnTime,11.26,1,0,3.22,8.22,4.35,1
DL00592,O00526,D146,V001,H04,19/01/24 17:17,19/01/24 20:32,OnTime,17.21,2,0,4.58,20.05,3.25,0
DL00593,O01174,D110,V058,H03,21/11/24 09:11,21/11/24 16:20,OnTime,10.76,3,0,5.0,11.92,7.15,1
DL00594,O00267,D045,V064,H05,16/01/24 23:13,17/01/24 04:42,OnTime,32.25,0,0,4.02,20.99,5.48,0
DL00595,O01243,D139,V021,H01,10/09/25 11:13,10/09/25 20:20,OnTime,9.13,2,0,4.84,13.68,9.12,0
DL00596,O00427,D102,V065,H06,21/06/25 23:24,21/06/25 21:57,OnTime,16.37,0,0,4.1,8.58,0.0,0
DL00597,O00428,D049,V043,H07,31/03/24 06:54,31/03/24 06:32,OnTime,1.2,0,0,4.12,3.74,0.0,0
DL00598,O00753,D056,V032,H02,18/01/25 05:04,18/01/25 06:33,OnTime,40.68,1,0,4.66,18.96,1.48,0
DL00599,O01150,D133,V112,H01,20/02/25 06:18,20/02/25 07:36,OnTime,7.34,0,0,5.0,4.99,1.3,1
DL00600,O01099,D039,V114,H07,05/04/24 23:46,06/04/24 23:09,OnTime,10.4,1,0,3.91,11.24,23.38,0
DL00601,O00538,D166,V091,H08,05/04/25 17:41,05/04/25 16:25,OnTime,8.52,1,0,3.0,10.47,0.0,0
DL00602,O00318,D157,V009,H03,17/08/24 01:09,17/08/24 11:45,Delayed,7.02,1,1,2.86,11.51,10.6,1
DL00603,O00194,D069,V082,H05,16/03/24 09:13,16/03/24 08:57,OnTime,15.77,2,0,4.17,17.07,0.0,0
DL00604,O00294,D064,V111,H07,05/01/25 17:44,05/01/25 19:37,OnTime,20.21,1,0,4.67,17.56,1.88,1
DL00605,O00200,D093,V052,H02,26/01/24 11:06,26/01/24 15:50,OnTime,17.8,0,0,4.59,9.58,4.73,1
DL00606,O00012,D075,V112,H04,16/01/24 13:32,16/01/24 23:32,OnTime,13.39,0,0,4.12,13.11,10.0,0
DL00607,O00473,D119,V059,H01,11/09/24 14:41,11/09/24 13:15,OnTime,1.35,0,0,4.72,7.33,0.0,0
DL00608,O00357,D143,V042,H01,28/12/24 16:27,28/12/24 16:28,OnTime,9.33,2,0,4.24,8.18,0.02,0
DL00609,O00934,D062,V053,H01,29/06/24 06:33,29/06/24 22:14,OnTime,17.27,3,0,2.25,9.71,15.68,1
DL00610,O00259,D055,V050,H05,09/09/25 11:34,10/09/25 11:09,OnTime,20.47,2,0,5.0,11.93,23.58,0
DL00611,O00243,D117,V020,H05,08/03/24 05:50,08/03/24 09:35,OnTime,12.23,1,0,3.99,12.18,3.75,0
DL00612,O00327,D166,V022,H07,05/12/24 03:28,05/12/24 03:46,OnTime,8.47,1,0,4.42,13.57,0.3,0
DL00613,O00361,D102,V020,H04,16/01/24 11:16,16/01/24 10:11,OnTime,14.31,2,0,4.93,15.26,0.0,0
DL00614,O00179,D087,V104,H03,25/07/24 18:39,26/07/24 05:26,OnTime,12.03,4,0,3.86,10.54,10.78,0
DL00615,O00627,D074,V069,H08,22/04/25 20:08,23/04/25 12:23,Delayed,7.97,2,0,0.0,13.12,16.25,1
DL00616,O01068,D041,V081,H08,10/04/25 22:22,11/04/25 05:25,Delayed,13.75,0,0,2.32,14.94,7.05,1
DL00617,O01023,D030,V045,H04,04/11/24 00:22,04/11/24 03:37,OnTime,13.63,0,0,4.33,8.71,3.25,0
DL00618,O01159,D046,V024,H06,26/07/24 02:15,26/07/24 23:53,OnTime,14.66,2,0,4.62,9.48,21.63,0
DL00619,O00589,D146,V070,H08,23/05/24 06:26,24/05/24 04:08,OnTime,9.01,0,0,3.44,9.46,21.7,1
DL00620,O00642,D117,V098,H04,28/06/24 03:31,28/06/24 06:36,OnTime,11.79,0,0,5.0,14.82,3.08,0
DL00621,O00838,D044,V110,H07,25/01/25 00:38,25/01/25 03:06,OnTime,7.52,1,0,5.0,14.56,2.47,0
DL00622,O00939,D036,V097,H04,24/01/25 02:51,24/01/25 11:54,OnTime,12.19,1,0,5.0,10.0,9.05,0
DL00623,O00751,D166,V120,H03,26/06/24 03:25,26/06/24 07:03,OnTime,9.76,2,0,3.82,11.28,3.63,0
DL00624,O00486,D110,V098,H02,12/08/24 17:01,12/08/24 18:38,OnTime,19.21,0,0,0.0,15.84,1.62,0
DL00625,O00980,D098,V022,H04,25/11/24 23:32,26/11/24 15:30,Delayed,19.05,1,1,1.83,20.54,15.97,1
DL00626,O00088,D082,V085,H05,14/06/24 11:04,15/06/24 12:38,OnTime,18.51,1,0,4.57,17.13,25.57,1
DL00627,O00695,D142,V108,H06,19/03/24 10:09,19/03/24 13:51,OnTime,10.41,0,0,4.25,17.46,3.7,0
DL00628,O00166,D115,V095,H03,30/05/25 18:43,31/05/25 00:40,Delayed,10.81,1,0,4.06,11.58,5.95,1
DL00629,O00987,D057,V031,H08,23/05/24 08:59,24/05/24 06:48,OnTime,14.0,1,0,3.96,7.1,21.82,0
DL00630,O00342,D153,V004,H08,13/11/25 00:22,13/11/25 04:27,OnTime,13.33,0,0,3.97,5.52,4.08,0
DL00631,O01083,D124,V090,H01,05/05/25 10:46,06/05/25 00:19,Delayed,13.35,1,0,2.82,10.41,13.55,1
DL00632,O00498,D076,V084,H07,28/10/24 08:11,28/10/24 19:29,Delayed,13.26,0,0,1.74,14.75,11.3,1
DL00633,O00272,D127,V047,H05,11/12/24 06:48,12/12/24 05:20,OnTime,11.86,2,0,4.06,13.31,22.53,0
DL00634,O00245,D077,V032,H02,08/08/25 19:33,09/08/25 05:46,Delayed,11.96,1,0,2.3,9.41,10.22,1
DL00635,O00516,D053,V062,H06,08/06/24 22:52,09/06/24 07:32,OnTime,13.35,1,0,3.18,14.1,8.67,1
DL00636,O00880,D054,V104,H04,24/08/24 19:54,25/08/24 19:15,OnTime,10.04,2,0,3.89,13.35,23.35,0
DL00637,O01069,D011,V046,H08,25/08/25 03:45,25/08/25 12:09,OnTime,7.12,0,0,3.8,8.9,8.4,0
DL00638,O00749,D091,V045,H05,14/08/25 20:13,15/08/25 07:31,Delayed,14.19,0,0,4.22,10.35,11.3,1
DL00639,O00090,D053,V073,H07,23/10/24 06:26,23/10/24 09:29,OnTime,9.72,0,0,4.45,16.68,3.05,0
