order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O00518,C0112,MEDICAL,12/11/25 02:12,12,NORTH,EAST,HIGH,61.85,WEB,0
O00519,C0437,PASSENGER,20/04/25 04:46,2,SOUTH,RIVERSIDE,LOW,47.89,PHONE,0
O00520,C0539,PASSENGER,07/07/24 13:21,2,CENTRAL,AIRPORT,LOW,36.42,APP,0
O00521,C0109,PARCEL,26/11/25 12:07,1,AIRPORT,SOUTH,HIGH,76.48,WEB,0
O00522,C0594,PASSENGER,02/09/24 11:07,24,RIVERSIDE,CENTRAL,MEDIUM,152.25,PHONE,0
O00523,C0181,MEDICAL,11/04/25 06:41,6,AIRPORT,AIRPORT,LOW,82.31,WEB,1
O00524,C0052,PASSENGER,20/06/25 16:04,4,AIRPORT,RIVERSIDE,MEDIUM,40.41,APP,1
O00525,C0223,PARCEL,24/10/24 15:22,1,SOUTH,AIRPORT,HIGH,29.46,APP,0
O00526,C0630,PARCEL,19/01/24 15:56,4,AIRPORT,WEST,LOW,69.63,APP,0
O00527,C0203,PARCEL,04/05/24 06:31,6,SOUTH,AIRPORT,MEDIUM,65.29,APP,1
O00528,C0152,PASSENGER,13/10/24 09:38,12,CENTRAL,CENTRAL,MEDIUM,126.48,APP,0
O00529,C0422,RETAIL,20/08/25 17:48,4,EAST,AIRPORT,MEDIUM,355.62,APP,0
O00530,C0618,MEDICAL,31/03/24 06:08,4,AIRPORT,NORTH,LOW,45.66,APP,1
O00531,C0013,BUSINESS,26/04/25 08:49,24,AIRPORT,AIRPORT,HIGH,157.07,APP,0
O00532,C0527,RETAIL,20/08/24 18:59,2,RIVERSIDE,CENTRAL,LOW,55.72,PHONE,0
O00533,C0338,RETAIL,11/03/24 01:37,4,CENTRAL,NORTH,MEDIUM,74.26,APP,0
O00534,C0159,PARCEL,09/05/25 03:00,2,AIRPORT,CENTRAL,CRITICAL,188.05,APP,1
O00535,C0093,RETAIL,18/12/24 06:09,6,RIVERSIDE,RIVERSIDE,MEDIUM,24.09,APP,0
O00536,C0372,MEDICAL,11/03/25 09:03,12,WEST,CENTRAL,LOW,204.12,WEB,1
O00537,C0153,BUSINESS,25/06/24 10:22,6,CENTRAL,CENTRAL,MEDIUM,50.23,WEB,1
O00538,C0377,BUSINESS,04/05/25 15:15,1,WEST,CENTRAL,HIGH,50.6,APP,0
O00539,C0098,BUSINESS,12/03/24 23:23,6,CENTRAL,EAST,HIGH,167.91,APP,0
O00540,C0232,RETAIL,07/02/24 03:50,4,EAST,WEST,HIGH,142.72,WEB,0
O00541,C0272,RETAIL,11/01/24 02:46,4,WEST,EAST,LOW,126.42,APP,0
O00542,C0504,PASSENGER,26/07/25 14:06,4,CENTRAL,EAST,LOW,76.58,APP,1
O00543,C0468,PASSENGER,18/07/25 03:50,4,AIRPORT,RIVERSIDE,MEDIUM,68.06,APP,0
O00544,C0212,RETAIL,14/06/24 19:25,24,CENTRAL,WEST,LOW,53.15,PHONE,0
O00545,C0211,PARCEL,17/04/25 01:02,24,CENTRAL,NORTH,LOW,100.18,WEB,0
O00546,C0242,BUSINESS,02/10/24 16:37,24,RIVERSIDE,SOUTH,HIGH,51.06,API,1
O00547,C0640,RETAIL,04/09/24 13:41,24,CENTRAL,SOUTH,HIGH,43.73,APP,0
O00548,C0105,PASSENGER,14/12/25 04:26,2,AIRPORT,EAST,MEDIUM,34.87,PHONE,0
O00549,C0119,BUSINESS,14/08/25 11:04,6,EAST,WEST,MEDIUM,86.89,PHONE,0
O00550,C0502,BUSINESS,18/01/25 23:42,24,CENTRAL,RIVERSIDE,MEDIUM,64.79,WEB,1
O00551,C0317,RETAIL,16/06/24 11:10,6,CENTRAL,EAST,HIGH,82.67,PHONE,0
O00552,C0341,PASSENGER,11/09/25 02:21,4,RIVERSIDE,SOUTH,LOW,76.7,APP,0
O00553,C0408,RETAIL,01/06/24 20:55,6,NORTH,RIVERSIDE,HIGH,32.16,APP,0
O00554,C0117,MEDICAL,05/06/25 09:09,2,AIRPORT,RIVERSIDE,HIGH,129.89,APP,0
O00555,C0233,RETAIL,24/09/24 03:06,6,WEST,SOUTH,MEDIUM,234.04,APP,0
O00556,C0643,BUSINESS,09/01/24 03:09,2,RIVERSIDE,AIRPORT,MEDIUM,101.94,APP,1
O00557,C0079,PASSENGER,23/05/25 08:34,24,RIVERSIDE,RIVERSIDE,LOW,176.32,WEB,0
O00558,C0057,PARCEL,07/08/25 03:20,1,RIVERSIDE,CENTRAL,CRITICAL,99.68,APP,0
O00559,C0167,BUSINESS,24/04/25 07:10,12,NORTH,EAST,MEDIUM,107.27,PHONE,0
O00560,C0260,PASSENGER,08/05/25 17:02,6,RIVERSIDE,EAST,MEDIUM,62.52,WEB,1
O00561,C0595,RETAIL,06/02/25 08:23,4,CENTRAL,AIRPORT,HIGH,86.87,APP,0
O00562,C0382,PASSENGER,21/07/24 09:25,4,EAST,WEST,MEDIUM,241.72,UNKNOWN,0
O00563,C0284,PARCEL,22/07/25 06:08,6,AIRPORT,RIVERSIDE,LOW,40.2,WEB,0
O00564,C0535,RETAIL,09/02/24 23:55,12,NORTH,CENTRAL,MEDIUM,59.68,APP,0
O00565,C0600,PARCEL,07/01/25 16:15,1,NORTH,SOUTH,LOW,155.2,PHONE,0
O00566,C0455,PARCEL,04/07/24 00:06,6,CENTRAL,CENTRAL,MEDIUM,97.68,PHONE,0
O00567,C0144,RETAIL,24/02/24 15:50,24,SOUTH,RIVERSIDE,LOW,33.6,PHONE,0
O00568,C0412,PASSENGER,19/12/25 18:13,6,CENTRAL,RIVERSIDE,MEDIUM,119.95,PHONE,0
O00569,C0467,PARCEL,12/06/25 23:14,6,CENTRAL,AIRPORT,CRITICAL,104.77,APP,0
O00570,C0379,PARCEL,30/03/24 05:09,2,RIVERSIDE,RIVERSIDE,MEDIUM,56.89,PHONE,0
O00571,C0213,PASSENGER,27/09/24 00:27,24,CENTRAL,RIVERSIDE,MEDIUM,64.21,WEB,0
O00572,C0202,PARCEL,02/06/25 19:33,4,WEST,RIVERSIDE,HIGH,134.79,APP,1
O00573,C0269,RETAIL,22/04/24 09:36,4,CENTRAL,CENTRAL,HIGH,150.38,APP,0
O00574,C0110,RETAIL,05/03/24 02:42,6,RIVERSIDE,NORTH,MEDIUM,59.99,APP,0
O00575,C0179,RETAIL,15/08/25 06:14,12,RIVERSIDE,RIVERSIDE,MEDIUM,30.5,PHONE,0
O00576,C0393,RETAIL,09/06/24 19:49,6,SOUTH,SOUTH,MEDIUM,113.92,APP,0
O00577,C0641,PARCEL,06/09/25 22:52,2,AIRPORT,EAST,HIGH,16.62,PHONE,1
O00578,C0639,RETAIL,03/04/24 07:04,4,CENTRAL,CENTRAL,HIGH,18.53,APP,0
O00579,C0624,MEDICAL,09/05/25 10:06,4,AIRPORT,SOUTH,LOW,24.91,PHONE,0
O00580,C0461,RETAIL,02/12/24 06:39,1,WEST,RIVERSIDE,CRITICAL,78.71,APP,0
O00581,C0495,PASSENGER,12/09/25 05:52,12,NORTH,SOUTH,LOW,138.33,APP,0
O00582,C0275,PARCEL,11/06/24 10:05,2,SOUTH,CENTRAL,MEDIUM,48.36,PHONE,0
O00583,C0469,RETAIL,17/04/25 18:58,6,SOUTH,RIVERSIDE,MEDIUM,89.45,WEB,1
O00584,C0377,RETAIL,07/06/24 00:20,6,AIRPORT,WEST,MEDIUM,137.29,APP,0
O00585,C0160,MEDICAL,25/02/25 13:02,1,SOUTH,RIVERSIDE,MEDIUM,215.96,WEB,1
O00586,C0421,PARCEL,31/03/24 07:09,12,CENTRAL,WEST,CRITICAL,31.49,UNKNOWN,0
O00587,C0113,RETAIL,06/07/25 21:10,4,EAST,AIRPORT,HIGH,115.16,WEB,0
O00588,C0515,PASSENGER,06/03/24 11:49,4,AIRPORT,AIRPORT,LOW,236.46,WEB,0
O00589,C0344,PARCEL,23/05/24 06:12,6,RIVERSIDE,CENTRAL,HIGH,81.6,PHONE,0
O00590,C0386,PARCEL,08/12/24 21:21,2,NORTH,NORTH,MEDIUM,20.52,PHONE,0
O00591,C0228,PASSENGER,26/12/25 02:00,4,NORTH,RIVERSIDE,MEDIUM,15.8,APP,1
O00592,C0563,BUSINESS,05/06/25 01:31,2,RIVERSIDE,EAST,LOW,220.79,PHONE,0
O00593,C0406,PASSENGER,22/06/25 10:58,1,CENTRAL,RIVERSIDE,HIGH,63.86,PHONE,0
O00594,C0116,RETAIL,03/11/24 19:40,4,CENTRAL,EAST,MEDIUM,149.86,APP,1
O00595,C0377,BUSINESS,03/05/24 06:55,12,SOUTH,AIRPORT,MEDIUM,71.08,APP,1
O00596,C0394,PARCEL,10/02/25 01:54,12,SOUTH,EAST,LOW,119.64,APP,0
O00597,C0238,PARCEL,01/09/25 13:05,6,NORTH,NORTH,HIGH,169.18,APP,0
O00598,C0621,RETAIL,28/10/25 22:22,24,RIVERSIDE,CENTRAL,MEDIUM,201.88,APP,0
O00599,C0077,PASSENGER,19/08/25 05:51,1,SOUTH,EAST,MEDIUM,179.87,APP,0
O00600,C0476,PARCEL,19/05/25 21:49,24,AIRPORT,NORTH,LOW,235.8,APP,0
O00601,C0335,RETAIL,23/05/25 04:16,6,NORTH,SOUTH,LOW,49.24,PHONE,0
O00602,C0257,PASSENGER,12/11/25 09:57,6,CENTRAL,AIRPORT,MEDIUM,127.09,WEB,0
O00603,C0351,PARCEL,24/02/24 23:29,24,WEST,RIVERSIDE,MEDIUM,66.39,APP,0
O00604,C0584,PASSENGER,27/11/25 18:10,4,CENTRAL,AIRPORT,MEDIUM,65.15,WEB,0
O00605,C0585,MEDICAL,21/03/25 12:52,1,RIVERSIDE,AIRPORT,LOW,47.71,WEB,1
O00606,C0050,MEDICAL,17/10/25 16:19,1,CENTRAL,WEST,HIGH,37.75,WEB,0
O00607,C0576,PARCEL,30/08/25 17:41,12,WEST,WEST,LOW,219.79,APP,1
O00608,C0394,MEDICAL,10/09/25 03:04,4,WEST,EAST,HIGH,71.8,WEB,0
O00609,C0621,PARCEL,15/09/24 07:15,12,EAST,EAST,LOW,71.86,APP,0
O00610,C0635,PASSENGER,21/07/24 18:29,24,SOUTH,RIVERSIDE,MEDIUM,169.63,API,0
O00611,C0374,RETAIL,29/07/25 07:56,2,WEST,WEST,LOW,132.01,APP,0
O00612,C0169,RETAIL,19/05/25 18:58,4,WEST,EAST,CRITICAL,60.06,PHONE,0
O00613,C0650,RETAIL,12/02/25 22:03,4,AIRPORT,CENTRAL,LOW,84.48,APP,0
O00614,C0393,PASSENGER,02/05/25 21:50,2,WEST,RIVERSIDE,MEDIUM,259.73,APP,0
O00615,C0295,PARCEL,02/08/25 20:43,1,WEST,WEST,HIGH,44.37,APP,0
O00616,C0114,RETAIL,16/12/24 12:25,6,EAST,CENTRAL,MEDIUM,50.57,PHONE,0
O00617,C0352,MEDICAL,30/03/24 07:41,1,CENTRAL,RIVERSIDE,MEDIUM,77.56,WEB,0
O00618,C0581,PARCEL,19/11/25 10:42,12,CENTRAL,SOUTH,MEDIUM,41.64,APP,0
O00619,C0268,RETAIL,09/01/25 13:50,1,CENTRAL,NORTH,MEDIUM,86.7,APP,0
O00620,C0467,RETAIL,11/08/24 00:19,2,SOUTH,WEST,LOW,27.57,APP,0
O00621,C0026,PARCEL,15/05/25 19:01,12,AIRPORT,AIRPORT,MEDIUM,103.8,APP,0
O00622,C0439,PASSENGER,23/04/24 15:26,24,CENTRAL,CENTRAL,HIGH,48.84,PHONE,0
O00623,C0361,BUSINESS,24/02/25 19:19,24,AIRPORT,SOUTH,HIGH,193.96,WEB,0
O00624,C0117,PASSENGER,13/04/25 04:21,24,WEST,CENTRAL,MEDIUM,25.82,WEB,0
O00625,C0376,BUSINESS,07/12/25 06:05,24,WEST,SOUTH,MEDIUM,77.48,PHONE,1
O00626,C0072,PARCEL,28/12/24 12:54,4,NORTH,NORTH,MEDIUM,24.6,WEB,1
O00627,C0114,PARCEL,22/04/25 19:02,6,CENTRAL,CENTRAL,MEDIUM,67.07,WEB,1
O00628,C0056,PASSENGER,26/10/24 10:05,12,RIVERSIDE,NORTH,MEDIUM,52.85,APP,1
O00629,C0368,RETAIL,10/04/24 05:44,6,RIVERSIDE,SOUTH,LOW,55.3,APP,1
O00630,C0369,RETAIL,28/03/25 13:42,2,CENTRAL,CENTRAL,LOW,86.61,APP,0
O00631,C0574,BUSINESS,07/05/25 07:07,2,SOUTH,RIVERSIDE,LOW,47.21,APP,0
O00632,C0611,PASSENGER,08/09/24 21:40,1,CENTRAL,CENTRAL,HIGH,33.21,WEB,1
O00633,C0235,PASSENGER,02/12/24 12:52,2,AIRPORT,CENTRAL,LOW,79.57,APP,0
O00634,C0536,PARCEL,07/07/24 12:17,4,EAST,SOUTH,MEDIUM,171.58,APP,0
O00635,C0314,PARCEL,12/06/24 04:23,2,CENTRAL,NORTH,LOW,73.66,APP,0
O00636,C0208,MEDICAL,20/06/24 07:22,4,WEST,NORTH,MEDIUM,134.63,APP,1
O00637,C0304,PASSENGER,16/09/25 12:19,2,NORTH,SOUTH,CRITICAL,89.63,PHONE,0
O00638,C0257,PASSENGER,26/05/25 10:56,6,WEST,WEST,MEDIUM,54.63,APP,0
O00639,C0480,MEDICAL,06/02/25 19:12,2,CENTRAL,NORTH,MEDIUM,141.93,WEB,0
O00640,C0102,PASSENGER,15/06/24 12:33,12,AIRPORT,WEST,MEDIUM,72.31,API,1
O00641,C0403,PARCEL,01/10/24 00:54,24,NORTH,AIRPORT,HIGH,119.0,PHONE,0
O00642,C0329,RETAIL,28/06/24 03:15,4,RIVERSIDE,AIRPORT,HIGH,24.55,UNKNOWN,0
O00643,C0349,PARCEL,04/10/25 18:51,1,AIRPORT,RIVERSIDE,LOW,181.69,WEB,1
O00644,C0084,BUSINESS,11/03/25 08:47,6,EAST,AIRPORT,HIGH,6.28,APP,0
O00645,C0517,PASSENGER,26/12/24 21:06,6,SOUTH,CENTRAL,MEDIUM,82.91,API,0
O00646,C0518,RETAIL,19/07/25 23:55,2,EAST,SOUTH,MEDIUM,63.73,APP,1
O00647,C0592,PASSENGER,06/10/25 21:24,12,WEST,AIRPORT,HIGH,109.87,APP,0
O00648,C0032,PASSENGER,18/05/24 08:42,2,WEST,SOUTH,MEDIUM,52.97,APP,0
O00649,C0361,PARCEL,03/02/25 02:32,4,EAST,RIVERSIDE,LOW,30.88,APP,0
O00650,C0206,PARCEL,30/09/25 10:28,6,RIVERSIDE,AIRPORT,LOW,39.65,APP,0
O00651,C0345,PARCEL,29/09/24 09:23,6,SOUTH,SOUTH,HIGH,7.14,APP,0
O00652,C0331,RETAIL,11/08/24 21:45,4,SOUTH,WEST,MEDIUM,35.54,APP,0
O00653,C0397,RETAIL,10/09/25 21:24,12,RIVERSIDE,SOUTH,MEDIUM,36.56,APP,0
O00654,C0617,PARCEL,18/06/25 21:03,24,CENTRAL,AIRPORT,HIGH,47.22,APP,0
O00655,C0590,PASSENGER,11/01/25 15:31,4,SOUTH,EAST,LOW,52.51,PHONE,0
O00656,C0211,PARCEL,01/07/25 22:01,6,WEST,NORTH,HIGH,82.24,WEB,0
O00657,C0135,PASSENGER,28/02/24 21:07,6,SOUTH,CENTRAL,LOW,155.89,APP,0
O00658,C0533,RETAIL,24/07/25 12:28,12,NORTH,NORTH,MEDIUM,68.43,APP,0
O00659,C0002,RETAIL,14/11/24 16:57,12,SOUTH,NORTH,LOW,135.53,API,0
O00660,C0288,PASSENGER,06/04/24 23:38,4,CENTRAL,AIRPORT,HIGH,27.65,WEB,1
O00661,C0241,RETAIL,14/04/25 01:20,4,CENTRAL,RIVERSIDE,HIGH,97.98,PHONE,0
O00662,C0117,PARCEL,05/09/25 04:00,12,SOUTH,AIRPORT,HIGH,30.01,WEB,0
O00663,C0380,RETAIL,10/04/24 04:12,2,EAST,EAST,LOW,75.21,APP,1
O00664,C0584,PASSENGER,24/08/25 18:32,4,AIRPORT,WEST,MEDIUM,176.19,APP,0
O00665,C0522,PASSENGER,17/02/24 12:11,4,WEST,CENTRAL,LOW,176.48,APP,1
O00666,C0001,PARCEL,26/08/25 20:17,24,AIRPORT,CENTRAL,LOW,185.32,APP,0
O00667,C0392,PASSENGER,10/04/25 07:18,2,EAST,WEST,MEDIUM,68.27,WEB,1
O00668,C0649,PARCEL,07/11/25 00:26,6,AIRPORT,NORTH,MEDIUM,135.89,APP,0
O00669,C0529,PARCEL,15/07/25 13:41,12,NORTH,EAST,CRITICAL,80.79,APP,0
O00670,C0305,RETAIL,27/03/24 21:40,4,SOUTH,WEST,HIGH,128.5,APP,1
O00671,C0111,RETAIL,24/01/25 15:45,1,NORTH,NORTH,MEDIUM,118.56,PHONE,0
O00672,C0567,RETAIL,01/03/25 22:57,24,AIRPORT,RIVERSIDE,HIGH,20.28,WEB,0
O00673,C0579,PASSENGER,10/11/24 10:10,24,WEST,WEST,HIGH,133.78,PHONE,0
O00674,C0235,PASSENGER,08/11/25 15:52,2,CENTRAL,EAST,MEDIUM,65.56,WEB,0
O00675,C0445,BUSINESS,19/02/24 17:22,24,RIVERSIDE,NORTH,LOW,47.44,APP,0
O00676,C0494,BUSINESS,23/05/24 06:33,2,SOUTH,WEST,LOW,110.61,APP,0
O00677,C0519,PASSENGER,03/04/24 05:19,4,EAST,WEST,HIGH,79.31,WEB,0
O00678,C0197,BUSINESS,17/06/25 05:43,12,AIRPORT,AIRPORT,LOW,14.72,APP,1
O00679,C0244,MEDICAL,15/11/24 01:37,24,WEST,SOUTH,HIGH,74.53,WEB,0
O00680,C0412,PASSENGER,31/10/24 12:49,2,CENTRAL,WEST,HIGH,56.97,WEB,0
O00681,C0438,PARCEL,01/03/25 22:11,24,SOUTH,EAST,MEDIUM,47.11,PHONE,0
O00682,C0529,RETAIL,10/05/24 09:57,2,NORTH,CENTRAL,LOW,97.9,PHONE,0
O00683,C0375,MEDICAL,05/01/25 06:39,6,EAST,AIRPORT,MEDIUM,114.16,UNKNOWN,0
O00684,C0064,PARCEL,24/11/24 14:25,24,CENTRAL,AIRPORT,HIGH,81.01,APP,0
O00685,C0010,BUSINESS,21/04/24 21:16,6,WEST,WEST,LOW,107.85,PHONE,0
O00686,C0476,RETAIL,01/05/25 12:20,6,EAST,SOUTH,MEDIUM,72.67,WEB,0
O00687,C0253,PASSENGER,29/01/25 15:17,4,CENTRAL,AIRPORT,MEDIUM,221.31,APP,0
O00688,C0332,PASSENGER,25/04/24 06:59,6,NORTH,WEST,HIGH,38.09,PHONE,0
O00689,C0349,PASSENGER,29/09/25 14:32,4,RIVERSIDE,RIVERSIDE,MEDIUM,6.04,APP,1
O00690,C0013,RETAIL,22/02/25 20:10,4,AIRPORT,NORTH,HIGH,159.46,APP,0
O00691,C0532,RETAIL,18/11/24 01:09,12,NORTH,EAST,HIGH,231.13,APP,0
O00692,C0223,PARCEL,10/12/24 17:30,4,EAST,EAST,MEDIUM,73.56,WEB,0
O00693,C0199,RETAIL,11/08/25 17:54,2,AIRPORT,AIRPORT,MEDIUM,115.09,APP,0
O00694,C0380,PASSENGER,17/11/25 13:48,6,CENTRAL,RIVERSIDE,MEDIUM,307.5,WEB,0
O00695,C0006,PASSENGER,19/03/24 08:25,6,SOUTH,EAST,LOW,92.36,APP,0
O00696,C0090,PASSENGER,01/06/25 22:58,1,CENTRAL,RIVERSIDE,MEDIUM,67.44,APP,0
O00697,C0454,MEDICAL,02/09/25 16:51,6,EAST,WEST,MEDIUM,7.69,API,0
O00698,C0550,MEDICAL,22/10/24 20:07,2,SOUTH,CENTRAL,HIGH,179.24,APP,0
O00699,C0310,MEDICAL,22/09/24 14:49,12,SOUTH,RIVERSIDE,MEDIUM,202.46,WEB,0
O00700,C0443,PASSENGER,13/01/24 01:34,4,WEST,WEST,MEDIUM,110.49,PHONE,0
O00701,C0021,PARCEL,15/12/25 18:19,4,EAST,RIVERSIDE,MEDIUM,19.97,APP,0
O00702,C0228,RETAIL,28/12/24 19:23,4,EAST,RIVERSIDE,CRITICAL,77.66,APP,0
O00703,C0493,MEDICAL,28/09/24 07:56,6,AIRPORT,NORTH,MEDIUM,250.93,PHONE,0
O00704,C0031,RETAIL,03/12/24 17:06,4,NORTH,NORTH,HIGH,141.29,PHONE,0
O00705,C0013,PARCEL,09/09/25 21:53,6,NORTH,RIVERSIDE,HIGH,118.52,APP,0
O00706,C0243,RETAIL,26/02/25 22:07,2,RIVERSIDE,SOUTH,LOW,39.03,API,1
O00707,C0156,PARCEL,11/10/24 05:41,4,CENTRAL,EAST,MEDIUM,95.62,APP,0
O00708,C0058,PARCEL,29/06/24 23:40,4,WEST,WEST,LOW,108.04,PHONE,0
O00709,C0369,MEDICAL,12/09/25 03:49,12,NORTH,AIRPORT,CRITICAL,49.66,APP,0
O00710,C0322,PASSENGER,17/02/25 12:53,6,SOUTH,SOUTH,LOW,91.43,WEB,0
O00711,C0412,PASSENGER,15/12/24 12:25,2,SOUTH,SOUTH,HIGH,69.11,WEB,0
O00712,C0512,PASSENGER,26/05/25 10:22,2,NORTH,WEST,HIGH,105.64,PHONE,1
O00713,C0316,MEDICAL,07/09/24 22:55,6,SOUTH,NORTH,LOW,48.38,PHONE,0
O00714,C0456,PASSENGER,26/05/24 17:47,24,SOUTH,NORTH,LOW,187.87,APP,0
O00715,C0477,MEDICAL,17/06/25 13:42,6,RIVERSIDE,NORTH,CRITICAL,125.92,APP,0
O00716,C0072,PASSENGER,22/10/24 04:13,6,EAST,NORTH,MEDIUM,5.92,APP,0
O00717,C0508,RETAIL,12/12/24 21:04,4,EAST,SOUTH,LOW,72.1,WEB,0
O00718,C0533,PASSENGER,27/02/25 02:32,2,WEST,AIRPORT,LOW,144.45,PHONE,0
O00719,C0395,PASSENGER,01/04/24 18:42,2,WEST,CENTRAL,LOW,11.54,WEB,0
O00720,C0140,BUSINESS,29/08/24 18:27,2,AIRPORT,AIRPORT,HIGH,111.88,APP,0
O00721,C0001,RETAIL,17/02/25 06:36,24,EAST,CENTRAL,MEDIUM,70.79,APP,1
O00722,C0523,BUSINESS,10/07/24 21:50,12,CENTRAL,CENTRAL,MEDIUM,72.65,PHONE,0
O00723,C0075,PASSENGER,15/05/24 04:14,1,NORTH,CENTRAL,LOW,94.32,APP,0
O00724,C0317,PASSENGER,18/11/25 07:32,4,AIRPORT,NORTH,LOW,98.05,APP,0
O00725,C0153,PASSENGER,05/07/24 09:57,12,EAST,WEST,MEDIUM,61.87,APP,0
O00726,C0284,RETAIL,02/04/24 23:52,4,AIRPORT,AIRPORT,MEDIUM,59.57,WEB,0
O00727,C0499,BUSINESS,26/10/25 12:56,2,SOUTH,SOUTH,MEDIUM,85.0,APP,0
O00728,C0610,PARCEL,21/10/24 04:41,24,SOUTH,RIVERSIDE,LOW,50.95,APP,0
O00729,C0574,PARCEL,22/12/25 22:24,6,EAST,EAST,MEDIUM,51.28,APP,0
O00730,C0353,RETAIL,19/09/25 08:45,1,EAST,EAST,HIGH,112.07,API,0
O00731,C0014,PASSENGER,03/09/24 19:38,2,EAST,CENTRAL,HIGH,38.48,WEB,0
O00732,C0579,PASSENGER,06/05/25 08:38,4,EAST,CENTRAL,MEDIUM,165.97,PHONE,0
O00733,C0609,PASSENGER,08/06/24 07:19,6,AIRPORT,WEST,MEDIUM,161.44,PHONE,0
O00734,C0087,RETAIL,04/06/24 11:43,12,EAST,EAST,MEDIUM,166.21,APP,1
O00735,C0602,RETAIL,08/05/25 02:23,4,CENTRAL,NORTH,HIGH,35.89,APP,0
O00736,C0390,PARCEL,24/01/24 22:33,12,CENTRAL,EAST,MEDIUM,78.13,APP,0
O00737,C0368,RETAIL,14/03/24 03:53,2,CENTRAL,CENTRAL,MEDIUM,117.82,WEB,1
O00738,C0354,RETAIL,28/11/24 06:00,2,AIRPORT,WEST,HIGH,66.54,APP,1
O00739,C0144,PASSENGER,13/04/25 20:48,12,SOUTH,NORTH,LOW,76.04,PHONE,0
O00740,C0151,MEDICAL,22/05/24 14:17,4,EAST,EAST,MEDIUM,67.9,WEB,1
O00741,C0552,RETAIL,30/05/25 01:28,6,AIRPORT,NORTH,LOW,72.44,APP,1
O00742,C0017,PASSENGER,27/08/25 17:38,12,AIRPORT,WEST,CRITICAL,45.26,APP,0
O00743,C0166,RETAIL,02/03/24 01:34,2,EAST,SOUTH,MEDIUM,92.51,WEB,0
O00744,C0146,RETAIL,23/04/25 03:30,6,EAST,RIVERSIDE,LOW,33.49,API,1
O00745,C0442,PASSENGER,17/08/24 09:40,24,SOUTH,AIRPORT,MEDIUM,46.93,APP,0
O00746,C0014,MEDICAL,14/12/24 10:33,1,NORTH,RIVERSIDE,LOW,73.76,WEB,0
O00747,C0264,RETAIL,08/05/25 07:13,2,EAST,SOUTH,MEDIUM,122.21,APP,0
O00748,C0412,PARCEL,23/07/25 06:18,24,WEST,SOUTH,LOW,41.63,API,0
O00749,C0196,RETAIL,14/08/25 17:45,6,EAST,RIVERSIDE,LOW,47.61,APP,0
O00750,C0368,RETAIL,02/01/24 07:49,6,NORTH,SOUTH,LOW,62.8,PHONE,1
O00751,C0282,BUSINESS,26/06/24 00:51,4,NORTH,WEST,MEDIUM,152.61,PHONE,0
O00752,C0628,RETAIL,31/05/25 08:27,2,RIVERSIDE,CENTRAL,MEDIUM,119.26,WEB,0
O00753,C0369,PARCEL,18/01/25 02:40,2,AIRPORT,RIVERSIDE,HIGH,176.31,WEB,0
O00754,C0479,PARCEL,10/07/24 23:05,4,CENTRAL,AIRPORT,MEDIUM,65.19,APP,0
O00755,C0014,PASSENGER,21/08/25 03:25,6,SOUTH,SOUTH,HIGH,25.11,APP,0
O00756,C0413,RETAIL,02/03/25 16:37,24,AIRPORT,NORTH,MEDIUM,83.09,APP,1
O00757,C0466,PASSENGER,22/02/25 07:42,12,EAST,SOUTH,MEDIUM,81.59,WEB,0
O00758,C0359,PARCEL,26/02/24 11:34,6,EAST,WEST,LOW,144.81,PHONE,0
O00759,C0556,PASSENGER,12/03/24 21:16,1,CENTRAL,NORTH,MEDIUM,22.3,APP,0
O00760,C0051,MEDICAL,14/03/24 20:30,24,SOUTH,WEST,LOW,108.03,API,0
O00761,C0237,PASSENGER,08/12/25 04:27,12,NORTH,EAST,LOW,109.93,APP,0
O00762,C0118,RETAIL,04/09/25 21:56,4,EAST,SOUTH,MEDIUM,21.57,APP,0
O00763,C0020,RETAIL,26/12/25 19:29,4,EAST,AIRPORT,LOW,154.35,API,0
O00764,C0452,RETAIL,14/07/24 10:39,2,NORTH,WEST,MEDIUM,72.77,APP,0
O00765,C0187,RETAIL,13/07/24 03:25,12,CENTRAL,WEST,MEDIUM,60.26,APP,1
O00766,C0118,PARCEL,18/06/24 09:48,2,EAST,SOUTH,LOW,79.18,PHONE,0
O00767,C0107,BUSINESS,17/07/24 02:47,6,RIVERSIDE,WEST,MEDIUM,57.81,WEB,0
O00768,C0606,RETAIL,06/12/25 00:28,4,CENTRAL,WEST,MEDIUM,69.17,APP,0
O00769,C0559,RETAIL,21/07/24 22:47,4,SOUTH,CENTRAL,HIGH,189.0,API,0
O00770,C0096,RETAIL,20/07/24 08:12,2,SOUTH,WEST,MEDIUM,68.11,APP,0
O00771,C0208,PASSENGER,27/07/25 22:53,6,EAST,WEST,HIGH,32.94,APP,0
O00772,C0103,PARCEL,30/10/24 23:50,24,EAST,NORTH,HIGH,152.15,APP,0
O00773,C0172,PARCEL,24/01/24 23:46,4,NORTH,SOUTH,MEDIUM,114.02,APP,0
O00774,C0639,PARCEL,19/09/25 23:01,12,CENTRAL,NORTH,HIGH,34.69,WEB,1
O00775,C0068,BUSINESS,03/05/24 11:13,12,RIVERSIDE,CENTRAL,HIGH,94.46,APP,0
