event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00568,C0033,O00103,16/07/2025 5:21,search_route,S88268,iOS,AIRPORT,691,1
AE00569,C0029,O00438,20/05/2025 0:59,cancel_attempt,S35398,Android,WEST,831,1
AE00570,C0133,O01194,21/05/2024 17:50,delivery_instruction_update,S69203,iOS,RIVERSIDE,387,1
AE00571,C0568,O00328,08/01/2025 15:50,chat_escalated,S30102,Web,SOUTH,661,1
AE00572,C0074,BROWSE_SESSION,03/10/2025 5:16,track_order,S12786,Android,EAST,67,1
AE00573,C0291,O00865,17/04/2024 4:45,chat_opened,S32689,Android,CENTRAL,256,1
AE00574,C0591,O01219,20/08/2025 22:54,track_order,S22064,Android,AIRPORT,517,1
AE00575,C0509,O00011,26/12/2024 18:38,track_order,S44128,iOS,AIRPORT,456,1
AE00576,C0218,O00901,04/11/2024 21:00,search_route,S39058,Android,WEST,488,1
AE00577,C0050,O00217,29/10/2025 3:52,payment_retry,S25608,iOS,SOUTH,280,1
AE00578,C0289,O01215,28/06/2025 5:20,chat_opened,S40958,Android,CENTRAL,1462,1
AE00579,C0088,O01143,28/07/2025 12:36,search_route,S48311,Android,NORTH,730,1
AE00580,C0442,O00629,11/10/2025 8:12,delivery_instruction_update,S87300,Android,EAST,60,1
AE00581,C0203,BROWSE_SESSION,07/03/2024 8:14,chat_opened,S36767,Android,WEST,708,1
AE00582,C0509,O00053,01/01/2025 20:04,chat_escalated,S17952,iOS,CENTRAL,1402,0
AE00583,C0040,O00424,19/12/2024 2:44,eta_refresh,S38065,iOS,EAST,60,1
AE00584,C0338,BROWSE_SESSION,02/06/2024 9:07,cancel_attempt,S42250,iOS,NORTH,441,1
AE00585,C0183,O00458,21/06/2025 10:17,eta_refresh,S16357,Android,CENTRAL,152,1
AE00586,C0334,BROWSE_SESSION,07/04/2025 8:42,search_route,S25359,Android,CENTRAL,249,1
AE00587,C0430,BROWSE_SESSION,21/05/2024 17:34,chat_opened,S79926,Android,SOUTH,213,1
AE00588,C0046,O00582,03/06/2025 8:19,payment_retry,S73412,iOS,RIVERSIDE,516,0
AE00589,C0543,BROWSE_SESSION,19/11/2024 19:38,track_order,S82119,Android,RIVERSIDE,357,1
AE00590,C0515,BROWSE_SESSION,13/04/2025 4:28,search_route,S33101,Android,EAST,145,1
AE00591,C0099,O00801,06/11/2024 12:29,eta_refresh,S78327,Android,CENTRAL,755,1
AE00592,C0231,BROWSE_SESSION,06/05/2024 13:33,delivery_instruction_update,S63193,Android,AIRPORT,704,1
AE00593,C0030,BROWSE_SESSION,10/03/2025 18:52,track_order,S79043,Android,WEST,655,1
AE00594,C0208,O00618,03/03/2024 9:59,track_order,S43752,iOS,WEST,308,1
AE00595,C0610,O00716,02/10/2025 23:19,eta_refresh,S26110,Android,SOUTH,142,1
AE00596,C0174,O00190,01/01/2024 19:53,eta_refresh,S32843,iOS,AIRPORT,462,1
AE00597,C0514,O00030,02/12/2024 18:45,track_order,S92720,iOS,RIVERSIDE,234,1
AE00598,C0461,BROWSE_SESSION,05/06/2024 0:16,chat_opened,S43230,Android,NORTH,712,1
AE00599,C0410,O00517,10/09/2024 0:17,chat_escalated,S52699,Web,RIVERSIDE,282,1
AE00600,C0634,O00251,03/12/2024 3:06,payment_retry,S11815,iOS,WEST,432,1
AE00601,C0503,O00374,06/01/2025 9:15,delivery_instruction_update,S37139,Android,NORTH,850,1
AE00602,C0278,O00559,29/11/2024 17:16,chat_opened,S47257,Android,SOUTH,355,1
AE00603,C0232,O00960,04/07/2024 16:58,search_route,S62391,Web,SOUTH,552,1
AE00604,C0378,O00338,05/05/2024 23:01,search_route,S93133,iOS,CENTRAL,266,1
AE00605,C0576,O01052,20/07/2024 3:58,chat_escalated,S79827,Web,NORTH,235,0
AE00606,C0442,O00536,20/01/2025 17:25,eta_refresh,S68063,iOS,SOUTH,394,1
AE00607,C0128,O01228,05/10/2024 0:14,eta_refresh,S70979,iOS,NORTH,609,1
AE00608,C0032,O00812,21/10/2025 12:26,eta_refresh,S22172,Web,RIVERSIDE,60,1
AE00609,C0003,O00895,27/06/2025 12:45,payment_retry,S43719,iOS,RIVERSIDE,715,1
AE00610,C0590,BROWSE_SESSION,19/06/2025 2:45,track_order,S62267,Web,AIRPORT,60,1
AE00611,C0038,O00716,01/11/2024 15:56,track_order,S52284,Android,RIVERSIDE,60,1
AE00612,C0446,O00508,26/07/2024 4:10,track_order,S42727,Web,WEST,605,1
AE00613,C0263,O00620,03/03/2025 17:24,search_route,S70320,Android,WEST,355,1
AE00614,C0351,O00652,01/05/2024 1:28,eta_refresh,S73106,Android,CENTRAL,154,1
AE00615,C0450,O00983,04/09/2025 0:03,eta_refresh,S99323,iOS,WEST,322,1
AE00616,C0340,O00578,08/04/2025 21:34,delivery_instruction_update,S42991,Android,SOUTH,569,1
AE00617,C0131,BROWSE_SESSION,21/07/2025 5:36,chat_opened,S95435,iOS,CENTRAL,770,1
AE00618,C0058,O01053,14/05/2025 10:54,track_order,S64470,iOS,NORTH,294,1
AE00619,C0279,O00904,14/03/2024 15:05,cancel_attempt,S29439,iOS,WEST,551,1
AE00620,C0017,O01083,02/08/2025 12:06,track_order,S69072,Android,NORTH,448,1
AE00621,C0141,O01114,30/10/2025 17:01,delivery_instruction_update,S54683,Android,EAST,778,1
AE00622,C0052,BROWSE_SESSION,31/05/2024 16:42,eta_refresh,S48972,iOS,NORTH,440,1
AE00623,C0168,O00809,04/01/2025 7:15,track_order,S80005,Android,AIRPORT,444,1
AE00624,C0214,O00374,27/06/2025 6:15,delivery_instruction_update,S81380,iOS,AIRPORT,1285,1
AE00625,C0650,O00427,18/08/2024 13:02,search_route,S41166,Android,SOUTH,333,1
AE00626,C0159,O00492,29/09/2024 13:26,track_order,S38639,Android,WEST,414,1
AE00627,C0357,BROWSE_SESSION,25/11/2024 2:30,search_route,S10635,Web,NORTH,225,1
AE00628,C0264,O00101,06/05/2025 6:56,eta_refresh,S90532,Android,EAST,462,1
AE00629,C0412,O01113,29/08/2025 10:33,track_order,S17041,Android,WEST,211,1
AE00630,C0161,O00372,18/06/2025 6:26,chat_opened,S53370,iOS,SOUTH,60,1
AE00631,C0106,O00340,03/04/2024 16:30,chat_escalated,S75165,iOS,SOUTH,313,1
AE00632,C0459,O00658,03/10/2024 1:10,chat_opened,S57477,Android,SOUTH,283,1
AE00633,C0298,O00533,22/07/2024 5:38,delivery_instruction_update,S42849,Web,NORTH,242,1
AE00634,C0240,BROWSE_SESSION,13/02/2024 14:15,chat_escalated,S33275,Android,RIVERSIDE,398,0
AE00635,C0175,O00485,04/09/2025 14:17,delivery_instruction_update,S65669,iOS,NORTH,245,1
AE00636,C0431,O00575,07/12/2025 1:24,chat_opened,S12829,Web,SOUTH,172,1
AE00637,C0550,O01112,22/05/2024 7:43,search_route,S63179,Web,CENTRAL,535,1
AE00638,C0184,O01227,08/09/2024 23:22,eta_refresh,S73176,Android,EAST,758,1
AE00639,C0191,O00991,06/01/2025 7:47,eta_refresh,S77218,Android,CENTRAL,223,1
AE00640,C0182,BROWSE_SESSION,15/04/2025 23:12,track_order,S76489,iOS,CENTRAL,449,1
